Source,Target,IV_Effect,LR_Effect
一.食物類,七.雜項類,1.1297739570604766,0.08955896516680328
三.居住類,四.交通及通訊類,0.5388809376360025,0.10635028268163765
三.居住類,七.雜項類,3.635301873808259,0.9033427047099009
一.食物類,三.居住類,0.04109824889527493,0.009123701495380488
七.雜項類,四.交通及通訊類,0.15038021685786346,0.032861930888591136
總指數,四.交通及通訊類,0.1399334181100474,0.27444260500688406
總指數,七.雜項類,1.7488118865692164,2.1695289077658146
一.食物類,四.交通及通訊類,0.13728765870948215,-0.0050360939410776205
總指數,三.居住類,0.023780610076382803,0.0687584944899948
五.醫藥保健類,四.交通及通訊類,0.36563536097245225,-0.03772851211104877
總指數,一.食物類,0.47178876862961433,1.3587799180361269
五.醫藥保健類,一.食物類,6.897082779626372,0.03786102282023995
五.醫藥保健類,三.居住類,2.1134932443652854,0.03701149444893533
五.醫藥保健類,總指數,1.2826011034338862,0.0365183874014417
五.醫藥保健類,七.雜項類,9.24781860022219,0.18333777972129328
二.衣著類,四.交通及通訊類,0.02205174263688085,-0.011950989923416032
二.衣著類,七.雜項類,0.17138871574929965,0.0041689138526367076
二.衣著類,三.居住類,0.005422562605830385,-0.008282022627685903
二.衣著類,一.食物類,0.20885564304397977,0.02408106597052847
二.衣著類,五.醫藥保健類,0.004582090970402104,-0.0002945979661193967
二.衣著類,總指數,0.06588109499663158,0.017678617958541233
六.教養娛樂類,三.居住類,0.13183575987451138,-0.05477195150124506
六.教養娛樂類,四.交通及通訊類,0.3875330278914371,0.19493913869457322
六.教養娛樂類,七.雜項類,2.5895346979304152,1.096746236796128
六.教養娛樂類,一.食物類,1.0681271999393767,0.09913080134575684
六.教養娛樂類,總指數,0.7680354077018493,0.3238764672346003
六.教養娛樂類,五.醫藥保健類,0.025672097857168823,-0.03186478341621678
六.教養娛樂類,二.衣著類,4.150718309941122,0.13373415777595923
